start_time_hiv start_time_simul end_time_simul COUNTRY_HIV_TEST_START COUNTRY_ART_START COUNTRY_CD4_350_START COUNTRY_CD4_500_START COUNTRY_IMMEDIATE_ART_START COUNTRY_VMMC_START CHIPS_YEAR1_START CHIPS_YEAR1_END CHIPS_YEAR2_START CHIPS_YEAR2_END CHIPS_YEAR3_START CHIPS_YEAR3_END DURATION_POST_TRIAL_ROUND NDHSROUNDS DHSROUND1 DHSROUND2 DHSROUND3 
1975.0 1900.0 2020.0 2000.0 2004.0 2011.0 2014.5 2016.3333 2010.0 2013.9375 2015.5 2015.5 2016.66666667 2016.70833333 2017.97916667 48.0 3.0 2002.0 2007.0 2013.0 
