assortativity prop_compromise_from_males c_f_1 c_f_2 c_f_3 c_f_4 c_f_5 c_f_6 c_f_7 c_m_1 c_m_2 c_m_3 c_m_4 c_m_5 c_m_6 c_m_7 c_multiplier rel_rate_partnership_formation_between_patches rr_hiv_between_vs_within_patch relative_number_partnerships_per_risk_1 relative_number_partnerships_per_risk_2 relative_number_partnerships_per_risk_3 p_age_m_1j_1 p_age_m_1j_2 p_age_m_1j_3 p_age_m_1j_4 p_age_m_1j_5 p_age_m_1j_6 p_age_m_1j_7 p_age_m_2j_1 p_age_m_2j_2 p_age_m_2j_3 p_age_m_2j_4 p_age_m_2j_5 p_age_m_2j_6 p_age_m_2j_7 p_age_m_3j_1 p_age_m_3j_2 p_age_m_3j_3 p_age_m_3j_4 p_age_m_3j_5 p_age_m_3j_6 p_age_m_3j_7 p_age_m_4j_1 p_age_m_4j_2 p_age_m_4j_3 p_age_m_4j_4 p_age_m_4j_5 p_age_m_4j_6 p_age_m_4j_7 p_age_m_5j_1 p_age_m_5j_2 p_age_m_5j_3 p_age_m_5j_4 p_age_m_5j_5 p_age_m_5j_6 p_age_m_5j_7 p_age_m_6j_1 p_age_m_6j_2 p_age_m_6j_3 p_age_m_6j_4 p_age_m_6j_5 p_age_m_6j_6 p_age_m_6j_7 p_age_m_7j_1 p_age_m_7j_2 p_age_m_7j_3 p_age_m_7j_4 p_age_m_7j_5 p_age_m_7j_6 p_age_m_7j_7 p_age_f_1j_1 p_age_f_1j_2 p_age_f_1j_3 p_age_f_1j_4 p_age_f_1j_5 p_age_f_1j_6 p_age_f_1j_7 p_age_f_2j_1 p_age_f_2j_2 p_age_f_2j_3 p_age_f_2j_4 p_age_f_2j_5 p_age_f_2j_6 p_age_f_2j_7 p_age_f_3j_1 p_age_f_3j_2 p_age_f_3j_3 p_age_f_3j_4 p_age_f_3j_5 p_age_f_3j_6 p_age_f_3j_7 p_age_f_4j_1 p_age_f_4j_2 p_age_f_4j_3 p_age_f_4j_4 p_age_f_4j_5 p_age_f_4j_6 p_age_f_4j_7 p_age_f_5j_1 p_age_f_5j_2 p_age_f_5j_3 p_age_f_5j_4 p_age_f_5j_5 p_age_f_5j_6 p_age_f_5j_7 p_age_f_6j_1 p_age_f_6j_2 p_age_f_6j_3 p_age_f_6j_4 p_age_f_6j_5 p_age_f_6j_6 p_age_f_6j_7 p_age_f_7j_1 p_age_f_7j_2 p_age_f_7j_3 p_age_f_7j_4 p_age_f_7j_5 p_age_f_7j_6 p_age_f_7j_7 max_n_part_noage_low max_n_part_noage_med max_n_part_noage_high breakup_scale_lambda_low_within_patch breakup_scale_lambda_med_within_patch breakup_scale_lambda_high_within_patch breakup_shape_k_low breakup_shape_k_med breakup_shape_k_high breakup_scale_multiplier_overall breakup_scale_multiplier_between_vs_within_patch 
0.5 0.5 0.00885429123734 0.0177085824747 0.0146676667892 0.0101961878251 0.0130837958882 0.0065418979441 0.00327094897205 0.0174223301045 0.034844660209 0.040881023296 0.0251462787773 0.0243483406859 0.00509809391254 0.00254904695627 2.25 0.561532963986 0.45176045775 1.0 8.88815642743 22.3892303761 0.923076923077 1.0 0.0 0.0 0.0 0.0 0.0 0.380952380952 0.923076923077 1.0 0.0 0.0 0.0 0.0 0.0688405797101 0.657587548638 0.965909090909 0.666666666667 1.0 0.0 0.0 0.00990099009901 0.105 0.59217877095 0.972602739726 1.0 0.0 0.0 0.0 0.0125 0.0506329113924 0.68 0.958333333333 1.0 0.0 0.0 0.0 0.0125 0.0506329113924 0.68 0.958333333333 1.0 0.0 0.0 0.0 0.0125 0.0506329113924 0.68 1.0 0.149159663866 0.755555555556 0.808080808081 0.894736842105 1.0 0.0 0.0 0.0062630480167 0.149159663866 0.755555555556 0.808080808081 0.894736842105 1.0 0.0 0.00525394045534 0.0105633802817 0.266903914591 0.820388349515 0.945945945946 0.75 1.0 0.00372439478585 0.00373831775701 0.0168855534709 0.38358778626 0.891640866873 0.942857142857 1.0 0.00769230769231 0.0077519379845 0.0 0.0390625 0.560975609756 0.814814814815 1.0 0.0 0.00769230769231 0.0077519379845 0.0 0.0390625 0.560975609756 1.0 0.0 0.0 0.00769230769231 0.0077519379845 0.0 0.0390625 1.0 1.0 3.0 10.0 15.4345666766 6.13423516822 3.80016009581 1.0 1.0 1.0 1.5 0.455654524641 
